,Strategy,Application,Module,Device,Instances,Delay,Network,EnergyConsumption,DeviceMaxCPU,DeviceCPUUsage,ModuleMIPS,ModuleRAM,TupleCpuLength,SEED,UplinkBandwidth,DownlinkBandwidth,UplinkLatency,TupleNwLength,DeviceLevel,Simulation,Rate,ModuleCpuLoad
3148,CB-E,Translation_Service,processingModule,d-0,3,733.38,2870.5,3666.21,4000.0,1335.12,2500,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,8,0.1,322.271
3118,CB-E,DCNS,object_tracker,d-0,3,399.51,9035.65,9750.3,4000.0,3602.37,300,10,1029.25,1145661099,10000.0,10000.0,50.0,100.0,1,8,0.5,514.625
672,ELSA,DCNS,object_detector,cloud,2,31.76,53315.5,13398.68,44800.0,3280.26,550,10,1841.55,794161987,100.0,10000.0,0.0,2000.0,0,5,0.5,920.775
189,ELSA,DCNS,object_detector,cloud,9,629.4,104142.6,53117.14,44800.0,14077.51,550,10,2143.1,1954324947,100.0,10000.0,0.0,2000.0,0,11,0.5,1071.55
3053,CB-E,DCNS,object_tracker,d-0,3,378.19,9212.85,10312.0,4000.0,3811.69,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,7,0.5,544.525
545,ELSA,DCNS,object_detector,cloud,2,30.22,43481.65,11364.78,44800.0,2727.36,550,10,2139.1,428956419,100.0,10000.0,0.0,2000.0,0,4,0.5,1069.55
2728,CB-E,VRGame,connector,d-1-0,5,0.0,1788.5,6159.75,2000.0,1132.17,100,10,1029.25,1145661099,10000.0,10000.0,25.0,1000.0,1,5,0.01,10.2925
756,ELSA,Translation_Service,processingModule,d-0,6,82.26,18146.0,6686.63,4000.0,2460.69,2500,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,6,0.1,318.97800000000007
4165,MGA,Translation_Service,processingModule,cloud,9,376.43,146040.25,16389.2,44800.0,4389.03,2500,10,3792.99,1329531353,100.0,10000.0,0.0,500.0,0,9,0.1,379.299
3821,MGA,Translation_Service,processingModule,d-0,4,77.53,11250.25,5049.82,4000.0,1850.73,2500,10,3598.64,200496737,10000.0,10000.0,50.0,500.0,1,4,0.1,359.86400000000003
3654,MGA,Translation_Service,storageModule,d-0,2,0.0,5216.5,2569.2,4000.0,926.32,1000,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,2,0.1,102.925
3693,MGA,DCNS,object_detector,d-0,2,27.97,20179.65,8465.61,4000.0,3123.63,550,10,2082.42,1410143363,10000.0,10000.0,50.0,2000.0,1,2,0.5,1041.21
373,ELSA,DCNS,object_detector,cloud,10,613.31,111732.45,57443.89,44800.0,15253.72,550,10,2082.42,1410143363,100.0,10000.0,0.0,2000.0,0,12,0.5,1041.21
3222,CB-E,DCNS,object_detector,d-0,2,768.45,7459.45,10128.84,4000.0,3743.43,550,10,2139.1,428956419,10000.0,10000.0,50.0,2000.0,1,9,0.5,1069.55
3834,MGA,DCNS,object_detector,cloud,4,177.46,224774.1,25285.39,44800.0,6299.32,550,10,2082.42,1410143363,100.0,10000.0,0.0,2000.0,0,4,0.5,1041.21
2698,CB-E,DCNS,object_tracker,d-1-0,1,151.48,8422.35,8832.57,2000.0,1630.19,300,10,1086.79,1282538739,10000.0,10000.0,25.0,100.0,1,4,0.5,543.395
4018,MGA,Translation_Service,storageModule,d-0,7,0.0,22367.25,7866.7,4000.0,2900.44,1000,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,7,0.1,92.078
2505,CB-E,VRGame,connector,d-1-0,2,0.0,384.0,2649.85,2000.0,478.19,100,10,1086.79,1282538739,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.8679
3601,MGA,DCNS,user_interface,cloud,12,0.0,666649.3,74499.94,44800.0,19669.36,200,10,541.86,1329531353,100.0,10000.0,0.0,2000.0,0,12,0.025,13.546500000000002
2719,CB-E,DCNS,object_detector,d-0,2,490.01,10055.25,10147.62,4000.0,3750.43,550,10,2143.1,1954324947,10000.0,10000.0,50.0,2000.0,1,5,0.5,1071.55
2664,CB-E,DCNS,object_detector,cloud,1,194.69,9002.35,5303.36,44800.0,1079.59,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,4,0.5,1028.185
3044,CB-E,Translation_Service,storageModule,d-0,2,0.0,2375.0,3532.31,4000.0,1285.23,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,7,0.1,102.818
3954,MGA,Translation_Service,processingModule,d-0,6,104.26,17745.0,7935.34,4000.0,2926.02,2500,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,6,0.1,379.299
1406,Edgewards,Translation_Service,processingModule,d-1-0,2,26.06,594.0,4531.01,2000.0,828.7,2500,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,2,0.1,322.271
2687,CB-E,DCNS,object_detector,d-1-0,1,231.85,8039.35,8465.61,2000.0,1561.81,550,10,2082.42,1410143363,10000.0,10000.0,25.0,2000.0,1,4,0.5,1041.21
657,ELSA,Translation_Service,processingModule,d-0,5,80.11,14335.0,6297.85,4000.0,2315.81,2500,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,5,0.1,360.237
2418,CB-E,DCNS,object_tracker,d-0,3,482.12,7367.85,10290.76,4000.0,3803.77,300,10,1086.79,1282538739,10000.0,10000.0,50.0,100.0,1,12,0.5,543.395
3728,MGA,DCNS,object_tracker,cloud,3,177.84,40202.2,6942.19,44800.0,1401.23,300,10,911.37,1835732737,100.0,10000.0,0.0,100.0,0,3,0.5,455.685
2961,CB-E,DCNS,object_detector,d-0,2,657.23,7959.85,10128.84,4000.0,3743.43,550,10,2139.1,428956419,10000.0,10000.0,50.0,2000.0,1,7,0.5,1069.55
2513,CB-E,VRGame,concentration_calculator,d-1-0,3,27.09,725.5,3871.99,2000.0,705.9,350,10,3743.43,428956419,10000.0,10000.0,25.0,500.0,1,3,0.06,224.6058
3242,CB-E,Translation_Service,processingModule,d-1-0,4,803.95,2389.5,10435.17,2000.0,1928.79,2500,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,9,0.1,375.043
2590,CB-E,DCNS,object_detector,d-1-0,1,19.44,10760.45,8465.61,2000.0,1561.81,550,10,2082.42,1410143363,10000.0,10000.0,25.0,2000.0,1,3,0.5,1041.21
3752,MGA,Translation_Service,storageModule,d-0,3,0.0,8158.5,3808.22,4000.0,1388.05,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,3,0.1,102.818
3415,MGA,Translation_Service,processingModule,d-0,1,79.36,2610.25,1340.76,4000.0,468.54,2500,10,3644.23,1410143363,10000.0,10000.0,50.0,500.0,1,1,0.1,364.423
2411,CB-E,VRGame,concentration_calculator,d-0,4,636.71,4029.5,2533.19,4000.0,912.91,350,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,12,0.06,228.2262
2771,CB-E,DCNS,object_tracker,d-1-0,1,243.3,7590.25,8807.77,2000.0,1625.57,300,10,1083.71,1329531353,10000.0,10000.0,25.0,100.0,1,5,0.5,541.855
2868,CB-E,DCNS,object_detector,cloud,2,462.06,9922.05,11641.01,44800.0,2802.45,550,10,1822.73,1835732737,100.0,10000.0,0.0,2000.0,0,6,0.5,911.365
4086,MGA,DCNS,object_detector,cloud,8,177.84,445161.7,43697.52,44800.0,11141.38,550,10,1841.55,794161987,100.0,10000.0,0.0,2000.0,0,8,0.5,920.775
3182,CB-E,DCNS,object_detector,d-0,2,762.82,8116.65,10312.0,4000.0,3811.69,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,8,0.5,1089.055
1003,ELSA,VRGame,connector,d-1-0,9,0.0,30776.75,5431.83,2000.0,996.54,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,9,0.01,10.7155
1852,Edgewards,DCNS,object_tracker,cloud,8,177.5,449285.7,48457.88,44800.0,12598.63,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,8,0.5,520.605
1420,Edgewards,Translation_Service,processingModule,d-1-0,2,27.15,569.0,5049.82,2000.0,925.36,2500,10,3598.64,200496737,10000.0,10000.0,25.0,500.0,1,2,0.1,359.86400000000003
3388,MGA,Translation_Service,storageModule,d-0,1,0.0,2651.25,1195.33,4000.0,414.35,1000,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,1,0.1,92.078
1388,Edgewards,VRGame,connector,d-1-0,2,0.0,383.0,2513.96,2000.0,452.87,100,10,1029.25,1145661099,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.2925
846,ELSA,Translation_Service,processingModule,d-0,7,92.55,21747.0,7787.16,4000.0,2870.8,2500,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,7,0.1,318.97800000000007
4133,MGA,DCNS,user_interface,cloud,9,0.0,503954.6,55793.15,44800.0,14586.5,200,10,535.78,1954324947,100.0,10000.0,0.0,2000.0,0,9,0.025,13.3945
3293,CB-E,DCNS,object_tracker,d-1-0,1,424.42,6793.45,8807.77,2000.0,1625.57,300,10,1083.71,1329531353,10000.0,10000.0,25.0,100.0,1,9,0.5,541.855
1345,Edgewards,VRGame,concentration_calculator,d-0,12,83.34,25697.75,7340.58,4000.0,2714.4,350,10,3598.64,200496737,10000.0,10000.0,50.0,500.0,1,12,0.06,215.9184
3881,MGA,DCNS,user_interface,cloud,5,0.0,277907.0,32292.76,44800.0,8195.57,200,10,541.86,1329531353,100.0,10000.0,0.0,2000.0,0,5,0.025,13.546500000000002
1178,Edgewards,VRGame,connector,d-0,10,0.0,20577.5,6132.92,4000.0,2264.35,100,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,10,0.01,10.2925
2760,CB-E,Translation_Service,storageModule,d-0,1,0.0,2225.0,330.52,4000.0,92.08,1000,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,5,0.1,92.078
2145,CB-E,VRGame,connector,d-1-0,11,0.0,4392.5,10358.45,2000.0,1914.5,100,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,11,0.01,10.6955
2729,CB-E,DCNS,user_interface,cloud,5,0.0,8245.25,11034.04,44800.0,2637.45,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,5,0.025,12.8655
1761,Edgewards,DCNS,object_tracker,cloud,7,177.45,389004.8,44351.96,44800.0,11473.8,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,7,0.5,541.855
353,ELSA,DCNS,object_detector,d-0,2,610.8,113396.45,9740.29,4000.0,3598.64,550,10,2056.37,200496737,10000.0,10000.0,50.0,2000.0,1,12,0.5,1028.185
1949,CB-E,DCNS,user_interface,cloud,1,0.0,3719.95,1379.33,44800.0,12.87,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,1,0.025,12.8655
1282,Edgewards,VRGame,concentration_calculator,d-0,11,82.91,23721.0,7132.22,4000.0,2635.51,350,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,11,0.06,228.7014
1197,Edgewards,Translation_Service,processingModule,cloud,10,374.77,169452.5,15449.29,44800.0,4143.49,2500,10,3222.71,794161987,100.0,10000.0,0.0,500.0,0,10,0.1,322.271
2014,CB-E,Translation_Service,storageModule,d-0,6,0.0,2580.0,7832.75,4000.0,2887.79,1000,10,1069.55,428956419,10000.0,10000.0,50.0,1000.0,1,10,0.1,106.955
2621,CB-E,Translation_Service,processingModule,d-1-0,4,210.65,1728.0,10435.17,2000.0,1928.79,2500,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,4,0.1,375.043
3135,CB-E,Translation_Service,processingModule,d-0,3,640.94,2976.0,3629.59,4000.0,1321.48,2500,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,8,0.1,318.97800000000007
3437,MGA,Translation_Service,processingModule,cloud,10,376.11,168777.5,17979.11,44800.0,4821.98,2500,10,3750.43,1954324947,100.0,10000.0,0.0,500.0,0,10,0.1,375.043
2863,CB-E,Translation_Service,processingModule,d-1-0,4,524.41,2229.0,10578.89,2000.0,1955.57,2500,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,6,0.1,360.237
2484,CB-E,Translation_Service,processingModule,d-1-0,2,27.15,569.0,5049.82,2000.0,925.36,2500,10,3598.64,200496737,10000.0,10000.0,25.0,500.0,1,2,0.1,359.86400000000003
961,ELSA,DCNS,object_detector,d-0,2,275.73,81443.05,9740.29,4000.0,3598.64,550,10,2056.37,200496737,10000.0,10000.0,50.0,2000.0,1,8,0.5,1028.185
1655,Edgewards,DCNS,user_interface,cloud,6,0.0,331199.9,37839.07,44800.0,9706.19,200,10,534.78,428956419,100.0,10000.0,0.0,2000.0,0,6,0.025,13.3695
1223,Edgewards,DCNS,object_detector,cloud,10,178.07,561491.5,60044.12,44800.0,15748.29,550,10,2082.42,1410143363,100.0,10000.0,0.0,2000.0,0,10,0.5,1041.21
694,ELSA,Translation_Service,storageModule,d-0,5,0.0,14483.75,6291.41,4000.0,2313.41,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,5,0.1,102.818
1995,CB-E,Translation_Service,storageModule,d-1-0,1,0.0,195.0,2598.09,2000.0,468.54,1000,10,1041.21,1410143363,10000.0,10000.0,25.0,1000.0,1,1,0.1,104.121
563,ELSA,DCNS,object_detector,cloud,2,29.58,41519.65,10986.71,44800.0,2624.58,550,10,2058.5,1145661099,100.0,10000.0,0.0,2000.0,0,4,0.5,1029.25
391,ELSA,Translation_Service,storageModule,d-0,8,0.0,27207.75,10582.4,4000.0,3912.45,1000,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,12,0.1,108.679
2703,CB-E,DCNS,user_interface,cloud,5,0.0,8885.25,11413.96,44800.0,2740.73,200,10,534.78,428956419,100.0,10000.0,0.0,2000.0,0,5,0.025,13.3695
3741,MGA,DCNS,user_interface,cloud,3,0.0,166809.2,20233.57,44800.0,4917.34,200,10,541.86,1329531353,100.0,10000.0,0.0,2000.0,0,3,0.025,13.546500000000002
880,ELSA,DCNS,object_detector,d-0,2,215.84,72931.2,10312.0,4000.0,3811.69,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,7,0.5,1089.055
1062,ELSA,VRGame,connector,d-1-0,9,0.0,29883.0,5519.19,2000.0,1012.82,100,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,9,0.01,10.8905
732,ELSA,VRGame,connector,d-1-0,6,0.0,19310.75,5259.3,2000.0,964.4,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,6,0.01,10.7155
2510,CB-E,DCNS,object_tracker,d-1-0,1,9.83,6085.55,8832.57,2000.0,1630.19,300,10,1086.79,1282538739,10000.0,10000.0,25.0,100.0,1,2,0.5,543.395
2032,CB-E,VRGame,concentration_calculator,d-1-0,8,311.36,4848.5,9916.01,2000.0,1832.06,350,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,10,0.06,216.1422
2927,CB-E,Translation_Service,storageModule,d-0,2,0.0,2037.5,2713.64,4000.0,980.15,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,6,0.1,108.905
3934,MGA,Translation_Service,storageModule,d-0,6,0.0,17751.75,7540.73,4000.0,2778.97,1000,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,6,0.1,102.925
2875,CB-E,Translation_Service,processingModule,d-0,1,407.83,2626.0,1428.53,4000.0,501.25,2500,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,6,0.1,318.97800000000007
4046,MGA,Translation_Service,storageModule,d-0,7,0.0,21229.25,8884.72,4000.0,3279.81,1000,10,1041.21,1410143363,10000.0,10000.0,50.0,1000.0,1,7,0.1,104.121
1950,CB-E,DCNS,object_detector,d-1-0,1,2.54,3719.95,8369.32,2000.0,1543.87,550,10,2058.5,1145661099,10000.0,10000.0,25.0,2000.0,1,1,0.5,1029.25
2279,CB-E,DCNS,object_tracker,d-1-0,1,480.29,7711.05,8832.57,2000.0,1630.19,300,10,1086.79,1282538739,10000.0,10000.0,25.0,100.0,1,11,0.5,543.395
3768,MGA,VRGame,connector,d-0,3,0.0,5446.5,2008.24,4000.0,717.28,100,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,3,0.01,10.8679
1018,ELSA,DCNS,object_tracker,d-0,3,240.71,88748.9,9750.3,4000.0,3602.37,300,10,1029.25,1145661099,10000.0,10000.0,50.0,100.0,1,9,0.5,514.625
984,ELSA,VRGame,connector,d-1-0,8,0.0,26607.75,5449.57,2000.0,999.85,100,10,1086.79,1282538739,10000.0,10000.0,25.0,1000.0,1,8,0.01,10.8679
2442,CB-E,Translation_Service,storageModule,d-1-0,2,0.0,586.0,5259.3,2000.0,964.4,1000,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,2,0.1,107.155
2460,CB-E,VRGame,concentration_calculator,d-1-0,2,24.77,399.0,2257.81,2000.0,405.14,350,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,2,0.06,193.3626
664,ELSA,DCNS,object_detector,d-0,3,30.62,55415.5,9865.94,4000.0,3645.46,550,10,1822.73,1835732737,10000.0,10000.0,50.0,2000.0,1,5,0.5,911.365
528,ELSA,DCNS,user_interface,cloud,3,0.0,32532.6,5305.79,44800.0,1080.25,200,10,520.6,1410143363,100.0,10000.0,0.0,2000.0,0,3,0.025,13.015
692,ELSA,DCNS,object_tracker,d-0,3,68.59,54565.5,9740.29,4000.0,3598.64,300,10,1028.18,200496737,10000.0,10000.0,50.0,100.0,1,5,0.5,514.09
2362,CB-E,DCNS,object_tracker,d-0,3,473.51,8995.85,10261.83,4000.0,3792.99,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,12,0.5,541.855
1890,Edgewards,Translation_Service,processingModule,d-0,9,220.23,27301.75,10109.85,4000.0,3691.03,2500,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,9,0.1,318.97800000000007
4006,MGA,VRGame,connector,d-0,7,0.0,13648.75,3849.7,4000.0,1403.5,100,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,7,0.01,9.1137
1593,Edgewards,DCNS,object_tracker,cloud,5,177.35,280047.0,31945.38,44800.0,8103.61,300,10,1071.55,1954324947,100.0,10000.0,0.0,100.0,0,5,0.5,535.775
1340,Edgewards,DCNS,user_interface,cloud,12,0.0,666649.3,74499.94,44800.0,19669.36,200,10,541.86,1329531353,100.0,10000.0,0.0,2000.0,0,12,0.025,13.546500000000002
448,ELSA,VRGame,concentration_calculator,d-1-0,2,25.25,384.5,2542.21,2000.0,458.13,350,10,3644.23,1410143363,10000.0,10000.0,25.0,500.0,1,2,0.06,218.6538
3167,CB-E,DCNS,object_detector,cloud,5,707.53,7700.65,28185.93,44800.0,7300.1,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,8,0.5,1028.185
2176,CB-E,DCNS,object_tracker,cloud,7,449.61,7126.05,45393.46,44800.0,11977.87,300,10,1029.25,1145661099,100.0,10000.0,0.0,100.0,0,11,0.5,514.625
2165,CB-E,DCNS,object_detector,d-1-0,1,879.91,10353.05,8709.88,2000.0,1607.33,550,10,2143.1,1954324947,10000.0,10000.0,25.0,2000.0,1,11,0.5,1071.55
130,ELSA,Translation_Service,storageModule,cloud,2,0.0,24462.5,4919.86,44800.0,975.34,1000,10,1083.71,1329531353,100.0,10000.0,0.0,1000.0,0,10,0.1,108.371
3251,CB-E,DCNS,object_tracker,d-0,3,417.34,8307.45,9750.3,4000.0,3602.37,300,10,1029.25,1145661099,10000.0,10000.0,50.0,100.0,1,9,0.5,514.625
425,ELSA,Translation_Service,processingModule,d-0,2,74.28,5496.5,2307.22,4000.0,828.7,2500,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,2,0.1,322.271
1065,ELSA,DCNS,object_tracker,cloud,6,264.74,87636.9,41844.32,44800.0,11013.06,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,9,0.5,544.525
1510,Edgewards,DCNS,object_detector,cloud,3,177.35,169377.2,20287.31,44800.0,4931.32,550,10,2173.58,1282538739,100.0,10000.0,0.0,2000.0,0,3,0.5,1086.79
1849,Edgewards,VRGame,concentration_calculator,d-1-0,8,76.31,4199.0,9918.52,2000.0,1832.53,350,10,3644.23,1410143363,10000.0,10000.0,25.0,500.0,1,8,0.06,218.6538
3014,CB-E,DCNS,object_tracker,d-0,2,349.72,8098.85,9966.94,4000.0,3683.1,300,10,920.78,794161987,10000.0,10000.0,50.0,100.0,1,7,0.5,460.39
1421,Edgewards,Translation_Service,storageModule,d-1-0,2,0.0,569.0,5049.82,2000.0,925.36,1000,10,1028.18,200496737,10000.0,10000.0,25.0,1000.0,1,2,0.1,102.818
1738,Edgewards,VRGame,connector,d-1-0,7,0.0,3269.0,8590.27,2000.0,1585.04,100,10,1029.25,1145661099,10000.0,10000.0,25.0,1000.0,1,7,0.01,10.2925
3086,CB-E,VRGame,concentration_calculator,d-1-0,8,82.68,4084.5,10186.25,2000.0,1882.41,350,10,3743.43,428956419,10000.0,10000.0,25.0,500.0,1,8,0.06,224.6058
1762,Edgewards,DCNS,object_detector,cloud,7,177.76,389004.8,44351.96,44800.0,11473.8,550,10,2167.42,1329531353,100.0,10000.0,0.0,2000.0,0,7,0.5,1083.71
1666,Edgewards,Translation_Service,processingModule,d-0,6,106.05,18502.5,7884.35,4000.0,2893.19,2500,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,6,0.1,375.043
2640,CB-E,Translation_Service,processingModule,d-1-0,4,72.73,1870.0,8887.69,2000.0,1640.46,2500,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,4,0.1,318.97800000000007
1190,Edgewards,Translation_Service,processingModule,cloud,10,373.13,164270.5,15291.42,44800.0,4101.15,2500,10,3189.78,1835732737,100.0,10000.0,0.0,500.0,0,10,0.1,318.97800000000007
3851,MGA,VRGame,concentration_calculator,d-0,5,76.01,9490.75,3246.46,4000.0,1178.71,350,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,5,0.06,225.0258
2330,CB-E,DCNS,user_interface,cloud,12,0.0,8407.85,42065.18,44800.0,11073.1,200,10,455.68,1835732737,100.0,10000.0,0.0,2000.0,0,12,0.025,11.392
1797,Edgewards,DCNS,object_detector,cloud,8,177.85,441545.7,49740.7,44800.0,12941.58,550,10,2139.1,428956419,100.0,10000.0,0.0,2000.0,0,8,0.5,1069.55
1376,Edgewards,DCNS,object_tracker,d-0,2,27.54,21919.65,9011.43,4000.0,3208.66,300,10,1069.55,428956419,10000.0,10000.0,50.0,100.0,1,2,0.5,534.775
1451,Edgewards,VRGame,connector,d-1-0,3,0.0,752.5,3879.07,2000.0,707.22,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,3,0.01,10.7155
1457,Edgewards,VRGame,concentration_calculator,d-1-0,3,26.62,714.0,3729.22,2000.0,679.3,350,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,3,0.06,216.1422
689,ELSA,DCNS,object_detector,cloud,3,37.08,54565.5,16697.36,44800.0,4176.99,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,5,0.5,1028.185
4145,MGA,VRGame,concentration_calculator,d-0,9,77.12,18288.25,4925.78,4000.0,1804.5,350,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,9,0.06,191.3868
263,ELSA,DCNS,user_interface,cloud,11,0.0,103378.6,51650.77,44800.0,13678.89,200,10,520.6,1410143363,100.0,10000.0,0.0,2000.0,0,11,0.025,13.015
3699,MGA,DCNS,user_interface,cloud,2,0.0,21883.65,1431.95,44800.0,27.17,200,10,543.4,1282538739,100.0,10000.0,0.0,2000.0,0,2,0.025,13.585
330,ELSA,DCNS,object_detector,cloud,9,561.43,113071.45,49259.99,44800.0,13028.97,550,10,1841.55,794161987,100.0,10000.0,0.0,2000.0,0,12,0.5,920.775
3775,MGA,VRGame,connector,d-0,4,0.0,6984.75,2609.14,4000.0,941.21,100,10,1069.55,428956419,10000.0,10000.0,50.0,1000.0,1,4,0.01,10.6955
2524,CB-E,DCNS,user_interface,cloud,3,0.0,10482.45,1479.82,44800.0,40.18,200,10,535.78,1954324947,100.0,10000.0,0.0,2000.0,0,3,0.025,13.3945
2976,CB-E,DCNS,object_detector,d-1-0,1,711.14,8062.85,8709.88,2000.0,1607.33,550,10,2143.1,1954324947,10000.0,10000.0,25.0,2000.0,1,7,0.5,1071.55
444,ELSA,DCNS,object_detector,d-0,2,28.07,21052.65,8850.78,4000.0,3267.16,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,2,0.5,1089.055
3757,MGA,DCNS,object_detector,cloud,3,177.35,166993.2,20326.75,44800.0,4941.58,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,3,0.5,1089.055
1716,Edgewards,VRGame,concentration_calculator,d-1-0,6,38.49,2599.5,7782.68,2000.0,1434.57,350,10,3803.77,1282538739,10000.0,10000.0,25.0,500.0,1,6,0.06,228.2262
2067,CB-E,DCNS,object_detector,d-1-0,1,798.47,9929.25,9966.94,2000.0,1841.55,550,10,1841.55,794161987,10000.0,10000.0,25.0,2000.0,1,10,0.5,920.775
1805,Edgewards,Translation_Service,storageModule,d-0,8,0.0,22402.0,10472.29,4000.0,3857.59,1000,10,1071.55,1954324947,10000.0,10000.0,50.0,1000.0,1,8,0.1,107.155
1938,CB-E,Translation_Service,processingModule,d-1-0,1,30.16,188.5,2666.54,2000.0,481.3,2500,10,3743.43,428956419,10000.0,10000.0,25.0,500.0,1,1,0.1,374.343
1254,Edgewards,VRGame,connector,d-0,11,0.0,23894.5,6018.67,4000.0,2205.51,100,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,11,0.01,9.1137
634,ELSA,DCNS,user_interface,cloud,5,0.0,57255.5,17315.6,44800.0,4345.06,200,10,534.78,428956419,100.0,10000.0,0.0,2000.0,0,5,0.025,13.3695
1271,Edgewards,DCNS,object_tracker,cloud,11,177.65,611125.4,68470.34,44800.0,18030.25,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,11,0.5,541.855
3100,CB-E,VRGame,connector,d-1-0,8,0.0,4209.0,10205.13,2000.0,1885.93,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,8,0.01,10.7155
1442,Edgewards,Translation_Service,storageModule,d-1-0,2,0.0,583.0,5332.92,2000.0,978.11,1000,10,1086.79,1282538739,10000.0,10000.0,25.0,1000.0,1,2,0.1,108.679
881,ELSA,DCNS,object_tracker,d-0,3,157.97,72931.2,10312.0,4000.0,3811.69,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,7,0.5,544.525
1216,Edgewards,DCNS,object_detector,cloud,10,178.08,556206.5,62742.0,44800.0,16471.94,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,10,0.5,1089.055
321,ELSA,DCNS,object_detector,d-0,3,510.06,114846.45,9865.94,4000.0,3645.46,550,10,1822.73,1835732737,10000.0,10000.0,50.0,2000.0,1,12,0.5,911.365
216,ELSA,Translation_Service,processingModule,d-0,9,424.5,29629.5,10477.35,4000.0,3873.31,2500,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,11,0.1,318.97800000000007
3692,MGA,DCNS,user_interface,cloud,2,0.0,20179.65,1427.75,44800.0,26.03,200,10,520.6,1410143363,100.0,10000.0,0.0,2000.0,0,2,0.025,13.015
911,ELSA,VRGame,concentration_calculator,d-0,8,78.54,26963.5,2452.91,4000.0,900.1,350,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,8,0.06,225.0258
3989,MGA,Translation_Service,processingModule,d-0,7,159.44,20602.75,9124.3,4000.0,3369.09,2500,10,3743.43,428956419,10000.0,10000.0,50.0,500.0,1,7,0.1,374.343
